ダウンロード実行日,2017年08月21日現在,件数,9742件,,,,,,,,
ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード
E04320,内国法人・組合,上場,有,6097,3月31日,株式会社日新,NISSIN CORPORATION,カブシキガイシャニッシン,横浜市中区尾上町六丁目８１番地,倉庫・運輸関連,90660
E04321,内国法人・組合,上場,有,8260,3月31日,東洋埠頭株式会社,"TOYO WHARF & WAREHOUSE CO.,LTD.",トウヨウフトウカブシキガイシャ,中央区晴海一丁目８番８号,倉庫・運輸関連,93510
E04322,内国法人・組合,上場,有,770,3月31日,櫻島埠頭株式会社,"SAKURAJIMA FUTO KAISHA,LTD.",サクラジマフトウカブシキガイシャ,大阪市此花区梅町１丁目１番１１号,倉庫・運輸関連,93530
E04323,内国法人・組合,上場,有,2189,3月31日,アサガミ株式会社,ASAGAMI COPORATION,アサガミカブシキガイシヤ,千代田区丸の内三丁目１番１号,倉庫・運輸関連,93110
E04326,内国法人・組合,上場,有,1950,3月31日,株式会社リンコーコーポレーション,RINKO CORPORATION,カブシキガイシャリンコーコーポレーション,新潟市中央区万代五丁目１１番３０号,倉庫・運輸関連,93550
E04328,内国法人・組合,上場,有,2350,3月31日,名港海運株式会社,"MEIKO TRANS CO.,LTD.",メイコウカイウンカブシキガイシャ,名古屋市港区入船二丁目４番６号,倉庫・運輸関連,93570
E04329,内国法人・組合,上場,有,2294,3月31日,東海運株式会社,"Azuma Shipping Co.,Ltd.",アヅマカイウンカブシキガイシャ,中央区晴海１－８－１２晴海アイランドトリトンスクエアオフィスタワーＺ３３階,倉庫・運輸関連,93800
E04330,内国法人・組合,上場,有,2046,3月31日,伊勢湾海運株式会社,"ISEWAN TERMINAL SERVICE CO.,LTD.",イセワンカイウンカブシキガイシャ,名古屋市港区入船一丁目７番４０号,倉庫・運輸関連,93590
E04335,内国法人・組合,上場,有,2155,3月31日,株式会社宇徳,Utoc Corporation,カブシキカイシャウトク,横浜市中区弁天通六丁目８５番地,倉庫・運輸関連,93580
E04336,内国法人・組合,上場,有,500,3月31日,東京汽船株式会社,"Tokyo Kisen Co.,Ltd.",トウキョウキセンカブシキガイシャ,横浜市中区山下町２番地,倉庫・運輸関連,91930
E04337,内国法人・組合,上場,有,765,3月31日,鈴与シンワート株式会社,SUZUYO SHINWART CORPORATION,スズヨシンワートカブシキガイシャ,港区芝浦１丁目１４番１４号,倉庫・運輸関連,93600
E04339,内国法人・組合,上場,有,1850,6月30日,伏木海陸運送株式会社,"Fushiki Kairiku Unso Co.,Ltd.",フシキカイリクウンソウカブシキカイシャ,高岡市伏木湊町５番１号,倉庫・運輸関連,93610
E04342,内国法人・組合,上場,有,612,3月31日,兵機海運株式会社,"HYOKI KAIUN KAISHA,LTD.",ヒョウキカイウンカブシキカイシャ,神戸市中央区港島３丁目６番地１,倉庫・運輸関連,93620
E04343,内国法人・組合,非上場,有,12230,3月31日,日本自動車ターミナル株式会社,"Japan Motor Terminal Co.,Ltd.",ニホンジドウシャターミナルカブシキガイシャ,千代田区平河町２丁目７番９号,倉庫・運輸関連,
E04345,内国法人・組合,上場,有,31642,3月31日,株式会社上組,"Kamigumi  Co.,  Ltd.",カブシキガイシャカミグミ,神戸市中央区浜辺通４丁目１番１１号,倉庫・運輸関連,93640
E04346,内国法人・組合,上場,有,735,3月31日,トレーディア株式会社,TRADIA CORPORATION,トレーディアカブシキガイシャ,神戸市中央区海岸通一丁目２番２２号,倉庫・運輸関連,93650
E04349,内国法人・組合,非上場,有,700,3月31日,相模運輸倉庫株式会社,"sagamitransportation & warehouse co.,ltd",サガミウンユソウコカブシキガイシャ,横須賀市田浦港町無番地,倉庫・運輸関連,
E04352,内国法人・組合,非上場,無,90000,3月31日,東京湾横断道路株式会社,TRANS-TOKYO BAY HIGHWAY CORPORATION,トウキョウワンオウダンドウロカブシキガイシャ,品川区大井一丁目２０番６号,倉庫・運輸関連,
E04353,内国法人・組合,上場,有,2523,3月31日,株式会社サンリツ,SANRITSU CORPORATION,カブシキガイシャサンリツ,港区港南二丁目１２番３２号,倉庫・運輸関連,93660
E04355,内国法人・組合,非上場,有,1800,3月31日,株式会社農協観光,Nokyo Tourist Corporation,カブシキガイシャノウキョウカンコウ,千代田区外神田１丁目１６番８号,倉庫・運輸関連,
E04356,内国法人・組合,上場,有,856,3月31日,大東港運株式会社,"DAITO KOUN CO.,LTD.",ダイトウコウウンカブシキガイシャ,港区芝浦四丁目６番８号,倉庫・運輸関連,93670
E04357,内国法人・組合,上場,有,3580,3月31日,キムラユニティー株式会社,"KIMURA UNITY CO.,LTD.",キムラユニティーカブシキガイシャ,名古屋市中区錦三丁目８番３２号,倉庫・運輸関連,93680
E04360,内国法人・組合,上場,有,4301,3月31日,郵船ロジスティクス株式会社,"Yusen Logistics Co.,Ltd.",ユウセンロジスティクスカブシキガイシャ,港区芝公園二丁目１１番１号,倉庫・運輸関連,93700
E04362,内国法人・組合,非上場,有,83668,3月31日,中部国際空港株式会社,"CENTRAL JAPAN INTERNATIONAL AIRPORT COMPANY,LTD.",チュウブコクサイクウコウカブシキガイシャ,常滑市セントレア一丁目１番地,倉庫・運輸関連,
E04364,内国法人・組合,上場,有,7216,3月31日,株式会社近鉄エクスプレス,"Kintetsu World Express, Inc.",カブシキガイシャキンテツエクスプレス,港区港南二丁目１５番１号,倉庫・運輸関連,93750
E04366,内国法人・組合,上場,有,2038, 3月末日,株式会社　エージーピー,AGP CORPORATION,カブシキガイシャ　エージーピー,大田区羽田空港一丁目７番１号,倉庫・運輸関連,93770
E04367,内国法人・組合,非上場,有,100000,3月31日,成田国際空港株式会社,NARITA INTERNATIONAL AIRPORT CORPORATION,ナリタコクサイクウコウカブシキガイシャ,成田市古込字古込１番地１,倉庫・運輸関連,
E04368,内国法人・組合,非上場,有,2850,6月30日,ワールド・ロジ株式会社,"WORLD LOGI,Co.Ltd,.",ワールドロジカブシキガイシャ,大阪市住之江区南港南１－１－１９８,倉庫・運輸関連,93780
E04369,内国法人・組合,上場,有,271, 2月末日,株式会社エーアイテイー,AIT CORPORATION,カブシキガイシャエーアイティー,大阪市中央区本町二丁目１番６号,倉庫・運輸関連,93810
E04370,内国法人・組合,非上場,有,52500,3月31日,東日本高速道路株式会社,East Nippon Expressway Company Limited,ヒガシニホンコウソクドウロカブシキガイシャ,千代田区霞が関三丁目３番２号,倉庫・運輸関連,
E04371,内国法人・組合,非上場,有,65000,3月31日,中日本高速道路株式会社,Central Nippon Expressway Company Limited,ナカニホンコウソクドウロカブシキガイシャ,名古屋市中区錦二丁目１８番１９号,倉庫・運輸関連,
E04372,内国法人・組合,非上場,有,10000,3月31日,阪神高速道路株式会社,Hanshin Expressway Company Limited,ハンシンコウソクドウロカブシキガイシャ,大阪市中央区久太郎町四丁目１番３号,倉庫・運輸関連,
E04373,内国法人・組合,非上場,有,13500,3月31日,首都高速道路株式会社,Metropolitan Expressway Company Limited,シュトコウソクドウロカブシキガイシャ,千代田区霞が関一丁目４番１号,倉庫・運輸関連,
E04374,内国法人・組合,非上場,有,47500,3月31日,西日本高速道路株式会社,West Nippon Expressway Company Limited,ニシニホンコウソクドウロカブシキガイシャ,大阪市北区堂島一丁目６番２０号　堂島アバンザ１９階,倉庫・運輸関連,
E21799,内国法人・組合,上場,有,243,12月31日,内外トランスライン株式会社,NAIGAI TRANS LINE LTD.,ナイガイトランスラインカブシキガイシャ,大阪市中央区安土町三丁目５番１２号,倉庫・運輸関連,93840
E26869,内国法人・組合,上場,有,600,12月末日,日本コンセプト株式会社,NIPPON CONCEPT CORPORATION,ニッポンコンセプトカブシキガイシャ,千代田区内幸町二丁目２番２号,倉庫・運輸関連,93860
E27012,内国法人・組合,非上場,有,300000,3月31日,新関西国際空港株式会社,"NEW KANSAI INTERNATIONAL AIRPORT COMPANY,LTD.",シンカンサイコクサイクウコウカブシキカイシャ,泉佐野市泉州空港北１番地,倉庫・運輸関連,
E00520,内国法人・組合,上場,有,26071,3月31日,グンゼ株式会社,GUNZE LIMITED,グンゼカブシキガイシャ,綾部市青野町膳所１番地,繊維製品,30020
E00524,内国法人・組合,上場,有,1817,12月31日,片倉工業株式会社,"Katakura  Industries  Co.,Ltd.",カタクラコウギョウカブシキガイシャ,中央区明石町６番４号,繊維製品,30010
E00525,内国法人・組合,上場,有,51730,3月31日,東洋紡株式会社,"TOYOBO CO.,LTD.",トウヨウボウカブシキガイシヤ,大阪市北区堂島浜二丁目２番８号,繊維製品,31010
E00527,内国法人・組合,上場,有,100,3月31日,ユニチカ株式会社,UNITIKA LTD.,ユニチカカブシキガイシャ,尼崎市東本町１丁目５０番地（上記は登記上の本店所在地であり、実際の業務は下記で行っている。）（大阪本社）大阪市中央区久太郎町４丁目１番３号,繊維製品,31030
E00528,内国法人・組合,上場,有,22040,3月31日,倉敷紡績株式会社,KURABO INDUSTRIES LTD.,クラシキボウセキカブシキガイシャ,倉敷市本町７番１号,繊維製品,31060
E00530,内国法人・組合,上場,有,11336,3月31日,シキボウ株式会社,SHIKIBO LTD.,シキボウカブシキガイシャ,大阪市中央区備後町３丁目２番６号,繊維製品,31090
E00531,内国法人・組合,上場,有,3205,3月31日,オーミケンシ株式会社,"OMIKENSHI CO.,LTD.",オーミケンシカブシキガイシャ,大阪市中央区瓦町２丁目５番１４号,繊維製品,31110
E00534,内国法人・組合,上場,有,1402,3月31日,サイボー株式会社,"SAIBO Co.,Ltd.",サイボーカブシキガイシャ,川口市前川１丁目１番７０号,繊維製品,31230
E00536,内国法人・組合,上場,有,731,3月25日,新内外綿株式会社,SHINNAIGAI TEXTILE LTD,シンナイガイメンカブシキガイシャ,大阪市中央区備後町三丁目２番６号,繊維製品,31250
E00543,内国法人・組合,上場,有,6673,3月31日,富士紡ホールディングス株式会社,"Fujibo Holdings, Inc.",フジボウホールディングスカブシキガイシャ,中央区日本橋人形町一丁目１８番１２号,繊維製品,31040
E00547,内国法人・組合,上場,有,1500,3月31日,ダイトウボウ株式会社,"Daitobo Co., Ltd.",ダイトウボウカブシキガイシャ,中央区日本橋本町一丁目６番１号,繊維製品,32020
E00550,内国法人・組合,上場,有,6891,3月31日,株式会社ダイドーリミテッド,DAIDOH LIMITED,カブシキガイシャダイドーリミテッド,千代田区外神田３－１－１６,繊維製品,32050
E00552,内国法人・組合,上場,有,6465,11月30日,日本毛織株式会社,"THE JAPAN WOOL TEXTILE CO., LTD.",ニッポンケオリカブシキカイシャ,神戸市中央区明石町４７番地,繊維製品,32010
E00555,内国法人・組合,非上場,有,100,10月31日,太陽毛絲紡績株式会社,"TAIYO WOOLEN SPINNING Co.,Ltd",タイヨウケイトボウセキカブシキガイシャ,川口市上青木五丁目５番地９号,繊維製品,
E00556,内国法人・組合,上場,有,3940,12月31日,株式会社トーア紡コーポレーション,Toabo Corporation,カブシキガイシャトーアボウコーポレーション,大阪市中央区城見一丁目２番２７号クリスタルタワー１８階,繊維製品,32040
E00559,内国法人・組合,上場,有,1415,12月31日,帝国繊維株式会社,"TEIKOKU SEN-I Co.,Ltd.",テイコクセンイカブシキガイシャ,中央区日本橋二丁目１番１０号,繊維製品,33020
E00562,内国法人・組合,上場,有,17514,3月31日,セーレン株式会社,"seiren co.,ltd.",セーレンカブシキガイシャ,福井市毛矢１丁目１０番１号,繊維製品,35690
E00563,内国法人・組合,上場,有,4300,3月31日,東海染工株式会社,Tokai Senko K.K.,トウカイセンコウカブシキガイシャ,清須市西枇杷島町子新田１番地の２,繊維製品,35770
E00565,内国法人・組合,上場,有,4655,3月31日,サカイオーベックス株式会社,"SAKAIOVEX  CO.,LTD.",サカイオーベックスカブシキガイシャ,福井市花堂中２丁目１５番１号,繊維製品,34080
E00566,内国法人・組合,上場,有,714,3月31日,北日本紡績株式会社,,キタニホンボウセキカブシキガイシャ,白山市福留町２０１番地１,繊維製品,34090
E00567,内国法人・組合,上場,有,31706,3月31日,アツギ株式会社,"ATSUGI  CO., LTD.",アツギカブシキガイシャ,海老名市大谷北一丁目９番１号,繊維製品,35290
E00569,内国法人・組合,上場,有,3124,3月31日,株式会社ソトー,"SOTOHCO.,LTD.",カブシキガイシャソトー,一宮市篭屋五丁目１番１号,繊維製品,35710
E00571,内国法人・組合,上場,有,7691,1月31日,株式会社ナイガイ,"NAIGAI  CO.,LTD.",カブシキガイシャナイガイ,台東区柳橋２丁目１９番６号,繊維製品,80130
